step,total_reward,0_phase,0_total_queue,1_phase,1_total_queue,10_phase,10_total_queue,11_phase,11_total_queue,12_phase,12_total_queue,13_phase,13_total_queue,14_phase,14_total_queue,15_phase,15_total_queue,2_phase,2_total_queue,3_phase,3_total_queue,4_phase,4_total_queue,5_phase,5_total_queue,6_phase,6_total_queue,7_phase,7_total_queue,8_phase,8_total_queue,9_phase,9_total_queue
97,-5.615929640024901,0,0.2584669,0,0.048398577,0,0.4711744,0,0.14177936,0,0.33021915,0,0.23459074,0,0.43291816,0,0.0,0,0.105779156,0,0.25019205,0,0.038434163,0,0.28896794,0,0.36925265,0,0.21289046,0,0.0,0,0.390605
98,-0.5997456144541502,0,0.037055302,0,0.3188612,0,0.12259786,0,0.29976276,0,0.14559117,0,0.2906287,0,0.35960853,0,0.0,0,0.3433274,0,0.42932385,0,0.122930616,0,0.22064057,0,0.31288254,0,0.28831375,0,0.03311025,0,0.19466192
99,-0.7531493242830039,0,0.20450863,0,0.5580071,0,0.23558718,0,0.42419928,0,0.14230363,0,0.49110317,0,0.63736653,0,0.033451956,0,0.57259786,0,0.53879005,0,0.2235529,0,0.37437722,0,0.5389324,0,0.5766275,0,0.09416461,0,0.35188612
100,-5.728621113240719,0,0.32200307,0,0.5580071,0,0.3024911,0,0.42419928,0,0.18922156,0,0.49110317,0,0.79074734,0,0.033451956,0,0.689395,0,0.6206406,0,0.5072991,0,0.47473308,0,0.8103914,0,0.69323844,0,0.23524715,0,0.38932383
101,-5.669739423260093,1,0.12316543,1,0.3608541,1,0.06690391,1,0.17921707,1,0.10424376,1,0.29806048,1,0.44199288,1,0.09430605,1,0.36255437,1,0.33528712,1,0.4860214,1,0.30099642,1,0.5938078,1,0.5629246,1,0.092317,1,0.2435587
102,-0.5791559286415577,1,0.09744194,1,0.17897633,1,0.23953143,1,0.26405692,1,0.053380784,1,0.27544484,1,0.34238827,1,0.17034401,1,0.10950394,1,0.12790306,1,0.5047928,1,0.23572953,1,0.40120998,1,0.42736655,1,0.33935943,1,0.2899644
103,-0.6825210209935904,1,0.09862,1,0.14675194,1,0.51860416,1,0.4533808,1,0.053380784,1,0.59617436,1,0.6941874,1,0.255516,1,0.039885562,1,0.15954223,1,0.6370107,1,0.41814947,1,0.37366548,1,0.6395018,1,0.38377225,1,0.32341635
104,-5.651182430177927,1,0.18530238,1,0.15931785,1,0.6782918,1,0.4896797,1,0.053380784,1,0.7345196,1,0.827758,1,0.28896797,1,0.10811174,1,0.22941771,1,0.6370107,1,0.5259787,1,0.37366548,1,0.73879004,1,0.42419928,1,0.3708185
105,-5.657155819922686,0,0.076472566,0,0.08766311,0,0.47335708,0,0.29725978,0,0.085945755,0,0.57711744,0,0.55183864,0,0.16992882,0,0.03594306,0,0.13160576,0,0.34975752,0,0.2405694,0,0.10782918,0,0.3445196,0,0.14377224,0,0.19824436
106,-0.6693703733384609,0,0.06762945,0,0.29976276,0,0.27028468,0,0.16120997,0,0.123001054,0,0.352242,0,0.34092528,0,0.3649466,0,0.24181494,0,0.2855872,0,0.31930256,0,0.18671411,0,0.26405695,0,0.3242586,0,0.0,0,0.32982206
107,-0.8183254063129426,0,0.14512151,0,0.42419928,0,0.28398576,0,0.3558719,0,0.11623811,0,0.48042703,0,0.4911032,0,0.68730724,0,0.44531435,0,0.6085409,0,0.54901963,0,0.5493476,0,0.49466193,0,0.49612492,0,0.102383465,0,0.46405694
108,-5.73435209685564,0,0.29376543,0,0.42419928,0,0.32241994,0,0.3558719,0,0.26910883,0,0.48042703,0,0.61138785,0,0.7785686,0,0.609395,0,0.68540925,0,0.65975696,0,0.67330956,0,0.6284697,0,0.7223408,0,0.20476693,0,0.46405694
109,-5.681272338271142,1,0.071151815,1,0.19937749,1,0.11571768,1,0.20996442,1,0.32691047,1,0.21352313,1,0.41557926,1,0.46714115,1,0.41423488,1,0.4146619,1,0.39274395,1,0.29715303,1,0.43297747,1,0.5153025,1,0.0513879,1,0.16569394
110,-0.5998392447829247,1,0.036351398,1,0.21137664,1,0.22306049,1,0.41850534,1,0.33546856,1,0.30391458,1,0.2743535,1,0.32740214,1,0.1944389,1,0.110320285,1,0.28910923,1,0.1767497,1,0.23825622,1,0.30814946,1,0.375089,1,0.35017794
111,-0.7295971289277077,1,0.10434197,1,0.25055537,1,0.33736655,1,0.64555156,1,0.50320286,1,0.3708185,1,0.548707,1,0.39430606,1,0.19400874,1,0.16465837,1,0.40628707,1,0.21684462,1,0.22206405,1,0.5322064,1,0.6035587,1,0.5039146
112,-5.652771807774902,1,0.25163245,1,0.32514304,1,0.54092526,1,0.68896794,1,0.544484,1,0.40427047,1,0.74519575,1,0.39430606,1,0.2251767,1,0.35594076,1,0.4455516,1,0.2569395,1,0.29039145,1,0.57437724,1,0.6035587,1,0.6491103
113,-5.631609167099,0,0.063278355,0,0.28717652,0,0.2469751,0,0.42346382,0,0.25750887,0,0.22405694,0,0.5704231,0,0.24034795,0,0.17049266,0,0.15349364,0,0.13628402,0,0.049021352,0,0.10794781,0,0.36085406,0,0.24590747,0,0.35048637
114,-0.6373494587838651,0,0.056123048,0,0.40903914,0,0.26846975,0,0.19857651,0,0.0,0,0.24341637,0,0.34177935,0,0.24389087,0,0.30989325,0,0.27667853,0,0.14089468,0,0.32858837,0,0.2875445,0,0.26832741,0,0.094328985,0,0.20854092
115,-0.7837598532438279,0,0.17846659,0,0.5083274,0,0.34998816,0,0.29537368,0,0.079781614,0,0.48683274,0,0.5338078,0,0.5289838,0,0.39074734,0,0.5165836,0,0.31442997,0,0.6082562,0,0.6790036,0,0.49466193,0,0.22817895,0,0.18007118
116,-5.710682607010007,0,0.26335564,0,0.6251246,0,0.47758007,0,0.29537368,0,0.19267347,0,0.5295374,0,0.5338078,0,0.7316726,0,0.39074734,0,0.6746684,0,0.38065046,0,0.72953737,0,0.7443258,0,0.5615659,0,0.34683573,0,0.36014235
117,-5.6687791536897425,1,0.0,1,0.30842844,1,0.3032503,1,0.0,1,0.06998814,1,0.3989324,1,0.26441282,1,0.59578884,1,0.13523132,1,0.5308185,1,0.29231665,1,0.45217082,1,0.3697509,1,0.49301302,1,0.21927196,1,0.033451956
118,-0.6607325002551079,1,0.10333221,1,0.16603327,1,0.19625148,1,0.27619216,1,0.2998814,1,0.37034398,1,0.38386714,1,0.40320283,1,0.08306967,1,0.21769333,1,0.2405694,1,0.32533807,1,0.18529062,1,0.46192172,1,0.278102,1,0.056702252
119,-0.7548342823982239,1,0.45291147,1,0.2723662,1,0.3358007,1,0.5024911,1,0.44982207,1,0.6037011,1,0.44612098,1,0.6355872,1,0.18691799,1,0.12655671,1,0.39430606,1,0.37765124,1,0.47900355,1,0.5523132,1,0.53815734,1,0.25361803
120,-5.6441471617072825,1,0.43720406,1,0.32096934,1,0.3772242,1,0.594306,1,0.44982207,1,0.71601427,1,0.6078292,1,0.7234164,1,0.28037697,1,0.16573545,1,0.39430606,1,0.48042703,1,0.47900355,1,0.59857655,1,0.6128114,1,0.3103203
121,-5.675732712760568,0,0.19975317,0,0.24906142,0,0.25437722,0,0.4367497,0,0.0,0,0.41731912,0,0.399051,0,0.39174378,0,0.20899749,0,0.04217082,0,0.15373665,0,0.1666904,0,0.2599031,0,0.2346975,0,0.29153025,0,0.09569
122,-0.6504056543111801,0,0.16672537,0,0.3134045,0,0.23985766,0,0.30889678,0,0.15193143,0,0.23392645,0,0.358363,0,0.29822063,0,0.3558719,0,0.29850534,0,0.050369848,0,0.17580071,0,0.3118723,0,0.3103203,0,0.15579551,0,0.38746542
123,-0.771157829463482,0,0.28143713,0,0.42372477,0,0.23985766,0,0.53096086,0,0.25332862,0,0.26903915,0,0.46975088,0,0.5402135,0,0.511981,0,0.41850534,0,0.15801339,0,0.35444838,0,0.5500356,0,0.61992884,0,0.20476693,0,0.67806447
124,-5.6846070363521575,0,0.30517787,0,0.4604982,0,0.23985766,0,0.53096086,0,0.3792885,0,0.26903915,0,0.5480427,0,0.68754447,0,0.5910636,0,0.49110317,0,0.23501232,0,0.42135233,0,0.76298934,0,0.72242,0,0.24445227,0,0.82277584
125,-5.679528140217066,1,0.072795585,1,0.11530249,1,0.03926453,1,0.22064057,1,0.22789499,1,0.22206405,1,0.4137604,1,0.4119573,1,0.22396204,1,0.3144942,1,0.14458665,1,0.28398576,1,0.46405694,1,0.44982207,1,0.07520759,1,0.5262752
126,-0.617384721338749,1,0.10434197,1,0.07977112,1,0.2719573,1,0.32633454,1,0.33003557,1,0.29039145,1,0.22704625,1,0.39516014,1,0.19201523,1,0.10725906,1,0.24911033,1,0.2718861,1,0.4714591,1,0.23060498,1,0.22396204,1,0.38394624
127,-0.7078921437263489,1,0.13409626,1,0.11690788,1,0.4540925,1,0.56494665,1,0.5992882,1,0.29039145,1,0.32384342,1,0.52740216,1,0.2185123,1,0.19252777,1,0.6227758,1,0.3227758,1,0.57615656,1,0.3074733,1,0.3376038,1,0.5850533
128,-5.615329716667533,1,0.21639177,1,0.23224503,1,0.4925267,1,0.6989324,1,0.6761566,1,0.29039145,1,0.3907473,1,0.59249437,1,0.24355435,1,0.19252777,1,0.7352313,1,0.37366548,1,0.6654804,1,0.3074733,1,0.3369395,1,0.63416374
129,-5.642579660505056,0,0.04375631,0,0.11167693,0,0.28668445,0,0.35402137,0,0.41235846,0,0.033451956,0,0.112313166,0,0.3605852,0,0.08986466,0,0.10240039,0,0.34884936,0,0.056702252,0,0.41992882,0,0.1731119,0,0.15705812,0,0.4505338
130,-0.6061282113194466,0,0.06393096,0,0.23701069,0,0.3846975,0,0.2064057,0,0.10533808,0,0.18163702,0,0.13689205,0,0.34424675,0,0.36014235,0,0.3886121,0,0.11430081,0,0.27022538,0,0.28090155,0,0.26160538,0,0.073124334,0,0.37672597
131,-0.7287812516093255,0,0.09950687,0,0.572242,0,0.62606764,0,0.2064057,0,0.09087707,0,0.5094662,0,0.21708184,0,0.5380783,0,0.36014235,0,0.46136814,0,0.16343784,0,0.6029656,0,0.45480427,0,0.4892052,0,0.11313842,0,0.55649465
132,-5.648231093153358,0,0.27182108,0,0.66761565,0,0.769395,0,0.2064057,0,0.19753435,0,0.5608541,0,0.255516,0,0.6149466,0,0.36014235,0,0.5733491,0,0.19637196,0,0.66734874,0,0.45480427,0,0.70960855,0,0.18281084,0,0.5992882
133,-5.613336860701442,1,0.100739695,1,0.3522674,1,0.47965598,1,0.033451956,1,0.11497034,1,0.25209963,1,0.04341637,1,0.47233093,1,0.0400949,1,0.23060498,1,0.1852001,1,0.35629892,1,0.3421708,1,0.39430606,1,0.14041458,1,0.30428827
134,-0.5954152062535286,1,0.063278355,1,0.09155166,1,0.29098457,1,0.20688018,1,0.23459074,1,0.25440884,1,0.2079478,1,0.38967973,1,0.031639177,1,0.08113232,1,0.33297747,1,0.28042704,1,0.31263345,1,0.25850534,1,0.29243773,1,0.16429418
135,-0.7153422571718693,1,0.13409626,1,0.08212723,1,0.5871886,1,0.25943062,1,0.427758,1,0.45737445,1,0.46761566,1,0.66306055,1,0.06956132,1,0.17273645,1,0.42661923,1,0.35729536,1,0.43914592,1,0.43914592,1,0.64822066,1,0.3227758
136,-5.662895940184593,1,0.16950521,1,0.11376641,1,0.68540925,1,0.3103203,1,0.427758,1,0.6982206,1,0.5060498,1,0.8327402,1,0.13912264,1,0.33174014,1,0.47402135,1,0.35729536,1,0.47259787,1,0.43914592,1,0.82206404,1,0.37366548
137,-5.651099420279265,0,0.06799057,0,0.0,0,0.39244562,0,0.20258996,0,0.22841592,0,0.46975088,0,0.2980071,0,0.59017795,0,0.13398576,0,0.22686492,0,0.19658363,0,0.11779359,0,0.2511566,0,0.22597864,0,0.42268682,0,0.16453144
138,-0.6050609536468983,0,0.09933075,0,0.2688968,0,0.26007116,0,0.3396204,0,0.11388987,0,0.3430605,0,0.31014234,0,0.18418348,0,0.31512457,0,0.27330962,0,0.0662205,0,0.2858363,0,0.25382563,0,0.26156583,0,0.2912901,0,0.20462634
139,-0.7420158073306085,0,0.16555125,0,0.42704624,0,0.57211256,0,0.6290431,0,0.1179993,0,0.29679716,0,0.53594303,0,0.10177936,0,0.63398576,0,0.27330962,0,0.0662205,0,0.38529062,0,0.56103206,0,0.4853203,0,0.38992602,0,0.40925267
140,-5.637107169941068,0,0.16555125,0,0.42704624,0,0.6779036,0,0.82277584,0,0.27650583,0,0.29679716,0,0.7145908,0,0.10177936,0,0.7679715,0,0.27330962,0,0.09933075,0,0.47544485,0,0.7658363,0,0.52313167,0,0.62293065,0,0.40925267
141,-5.586496716305613,1,0.042972878,1,0.080604985,1,0.46370107,1,0.52058125,1,0.0,1,0.05088968,1,0.46761566,1,0.08932384,1,0.41138792,1,0.0,1,0.033451956,1,0.10035587,1,0.5094899,1,0.31162515,1,0.42418423,1,0.22488731
142,-0.5430486619472504,1,0.0,1,0.072702795,1,0.3024911,1,0.30743375,1,0.29323843,1,0.33181494,1,0.3122776,1,0.26049823,1,0.10358085,1,0.039885562,1,0.18054567,1,0.10035586,1,0.1935943,1,0.18064058,1,0.3039146,1,0.24199289
143,-0.6116853587329388,1,0.0,1,0.10120049,1,0.4391459,1,0.39572954,1,0.7046263,1,0.47402135,1,0.60213524,1,0.42419928,1,0.094917536,1,0.22416696,1,0.2540925,1,0.10035586,1,0.32384342,1,0.32384342,1,0.56441283,1,0.40379596
144,-5.590742390170694,1,0.063278355,1,0.16762033,1,0.4391459,1,0.5259787,1,0.82206404,1,0.47402135,1,0.68896794,1,0.42419928,1,0.094917536,1,0.25580612,1,0.2540925,1,0.13380782,1,0.35729536,1,0.32384342,1,0.60782915,1,0.48398578
145,-5.634476039871574,0,0.071151815,0,0.031639177,0,0.26814947,0,0.36605772,0,0.39003557,0,0.19715302,0,0.55480427,0,0.22437721,0,0.04466192,0,0.24441713,0,0.033451956,0,0.0,0,0.10810597,0,0.13024911,0,0.38708416,0,0.2160854
146,-0.6127514529973269,0,0.1403311,0,0.033451956,0,0.3221827,0,0.35791814,0,0.0,0,0.3441993,0,0.3025702,0,0.36227757,0,0.26423487,0,0.36227757,0,0.03311025,0,0.033451956,0,0.3174773,0,0.3103203,0,0.21988964,0,0.3010676
147,-0.7403929471969605,0,0.22923565,0,0.20711744,0,0.45409253,0,0.47117436,0,0.055301163,0,0.44697508,0,0.3103203,0,0.5905694,0,0.53060496,0,0.63398576,0,0.10919338,0,0.06690391,0,0.5428628,0,0.6640569,0,0.21298578,0,0.6021352
148,-5.675764643341303,0,0.22005987,0,0.24056938,0,0.5124555,0,0.6375445,0,0.08397323,0,0.44697508,0,0.3103203,0,0.7679715,0,0.66120994,0,0.7679715,0,0.19161677,0,0.10035586,0,0.6761566,0,0.7658363,0,0.318422,0,0.7024911
149,-5.579102488547564,1,0.12504403,1,0.033451956,1,0.33455515,1,0.5248571,1,0.12701067,1,0.17474496,1,0.13315539,1,0.4624555,1,0.34564057,1,0.44302708,1,0.0,1,0.033451956,1,0.3519573,1,0.47736657,1,0.1860409,1,0.3648873
150,-0.4564550176262856,1,0.10757321,1,0.17721306,1,0.26797152,1,0.3351019,1,0.33861208,1,0.2744484,1,0.28647685,1,0.34147885,1,0.13516164,1,0.11182723,1,0.06690391,1,0.13380782,1,0.2355872,1,0.2719573,1,0.06690391,1,0.0
151,-0.5691838756203652,1,0.21514642,1,0.19353753,1,0.32384342,1,0.2569395,1,0.55334127,1,0.457414,1,0.47259784,1,0.5516014,1,0.090766296,1,0.07427353,1,0.10035586,1,0.13380782,1,0.3708185,1,0.4925267,1,0.20071174,1,0.076868325
152,-5.554000016614795,1,0.47256815,1,0.31908447,1,0.42419928,1,0.2569395,1,0.7615658,1,0.49750888,1,0.5060498,1,0.5928825,1,0.20949176,1,0.16613933,1,0.13380782,1,0.13380782,1,0.3708185,1,0.4925267,1,0.20071174,1,0.15373665
153,-5.6222599371671675,0,0.24548209,0,0.24213733,0,0.18552788,0,0.08469751,0,0.5994859,0,0.18362989,0,0.29822063,0,0.39839855,0,0.03677343,0,0.121655,0,0.0,0,0.0,0,0.12360616,0,0.26151046,0,0.03311025,0,0.08576512
154,-0.5727307841181756,0,0.16860397,0,0.17247924,0,0.3871886,0,0.24282326,0,0.18628867,0,0.18007118,0,0.4085409,0,0.3103203,0,0.17722419,0,0.31512457,0,0.07016555,0,0.18007118,0,0.0,0,0.30003953,0,0.0662205,0,0.41743773
155,-0.711048036813736,0,0.22719267,0,0.4341637,0,0.57384336,0,0.5494662,0,0.23120818,0,0.23096086,0,0.5857651,0,0.3103203,0,0.31767496,0,0.5905694,0,0.21049666,0,0.22348756,0,0.076868325,0,0.5621708,0,0.113795936,0,0.48932385
156,-5.634563585311175,0,0.27263123,0,0.56441283,0,0.71601427,0,0.60071176,0,0.28002816,0,0.36014235,0,0.6341637,0,0.3103203,0,0.38790035,0,0.7679715,0,0.3177175,0,0.22348756,0,0.18718861,0,0.7765125,0,0.1141247,0,0.59715307
157,-5.5426625765264035,1,0.19638617,1,0.3513168,1,0.4506465,1,0.31425267,1,0.20769171,1,0.063345194,1,0.40811387,1,0.14827995,1,0.17921707,1,0.4720531,1,0.1554538,1,0.05088968,1,0.10327402,1,0.42322063,1,0.0,1,0.18149467
158,-0.5152578763663769,1,0.23157185,1,0.13418603,1,0.13412416,1,0.33629894,1,0.16725978,1,0.033451956,1,0.28797153,1,0.13665481,1,0.08167845,1,0.12616451,1,0.25703442,1,0.26797152,1,0.30135232,1,0.25745353,1,0.0,1,0.033451956
159,-0.61526452973485,1,0.40188485,1,0.28665993,1,0.2519573,1,0.58852315,1,0.33451957,1,0.13380782,1,0.4397153,1,0.13665481,1,0.25345,1,0.18545943,1,0.59217083,1,0.46094304,1,0.4604982,1,0.40569395,1,0.15373665,1,0.06690391
160,-5.56699275405705,1,0.6033883,1,0.37512624,1,0.29039145,1,0.62633455,1,0.33451957,1,0.13380782,1,0.5580071,1,0.13665481,1,0.4510266,1,0.22346011,1,0.6918149,1,0.5743772,1,0.4604982,1,0.43914592,1,0.18718861,1,0.06690391
161,-5.592270990774035,0,0.40453273,0,0.15462545,0,0.14051548,0,0.41314355,0,0.17349316,0,0.0,0,0.35088968,0,0.045630682,0,0.30898687,0,0.035666272,0,0.25907475,0,0.3475682,0,0.14569396,0,0.25010675,0,0.0,0,0.0
162,-0.5582946747541427,0,0.13408636,0,0.26989323,0,0.33833712,0,0.41565835,0,0.20312317,0,0.18196917,0,0.24680902,0,0.27117437,0,0.17532621,0,0.27758008,0,0.03311025,0,0.26903915,0,0.05088968,0,0.26604983,0,0.072795585,0,0.076868325
163,-0.6917123347520828,0,0.072795585,0,0.53978646,0,0.63582444,0,0.5973903,0,0.22932959,0,0.4533808,0,0.42455515,0,0.58558714,0,0.4424674,0,0.45480424,0,0.14141129,0,0.27402136,0,0.20355871,0,0.30348754,0,0.10426207,0,0.12028469
164,-5.6403433136045935,0,0.17870143,0,0.6505338,0,0.74169177,0,0.6491103,0,0.394192,0,0.5459075,0,0.48042703,0,0.6661922,0,0.53096086,0,0.55516016,0,0.27164495,0,0.27402136,0,0.27046263,0,0.34092528,0,0.21345544,0,0.15373665
165,-5.6290088205933575,1,0.06474943,1,0.3459452,1,0.49841043,1,0.35663107,1,0.18832922,1,0.27935943,1,0.1766548,1,0.43329376,1,0.273205,1,0.36109135,1,0.27669233,1,0.07753262,1,0.11928825,1,0.12028471,1,0.15502602,1,0.0369395
166,-0.5803805202245712,1,0.12655671,1,0.10120049,1,0.36445236,1,0.27345195,1,0.0,1,0.0,1,0.22348754,1,0.36638987,1,0.12099181,1,0.16633724,1,0.36512455,1,0.30409253,1,0.23875445,1,0.16868328,1,0.4876631,1,0.34290233
167,-0.678997401893139,1,0.15819588,1,0.13409626,1,0.3792171,1,0.45622778,1,0.0,1,0.0,1,0.28640568,1,0.60862005,1,0.25580612,1,0.20902053,1,0.6085409,1,0.47900355,1,0.43284696,1,0.39988136,1,0.83202845,1,0.5639146
168,-5.641926440909505,1,0.18983507,1,0.1992595,1,0.47402135,1,0.49252668,1,0.0,1,0.0,1,0.32384342,1,0.6897509,1,0.40154833,1,0.24065971,1,0.7836299,1,0.47900355,1,0.56998813,1,0.43914592,1,0.83202845,1,0.6747331
169,-5.651395298108459,0,0.037055302,0,0.15343256,0,0.21366549,0,0.3024199,0,0.0,0,0.0,0,0.122983396,0,0.46704626,0,0.30757177,0,0.081652656,0,0.5174267,0,0.14519572,0,0.30806643,0,0.2054567,0,0.4686082,0,0.4486833
170,-0.6231517985463143,0,0.15815428,0,0.18030842,0,0.21565837,0,0.49315935,0,0.10172596,0,0.3103203,0,0.26597863,0,0.38609725,0,0.2801898,0,0.24056938,0,0.18175414,0,0.3466904,0,0.0400949,0,0.16619217,0,0.21709523,0,0.2899644
171,-0.733052171766758,0,0.31863332,0,0.18030842,0,0.31601423,0,0.6396636,0,0.27206764,0,0.5375445,0,0.49252668,0,0.457414,0,0.55871886,0,0.3926453,0,0.181261,0,0.63202846,0,0.2004745,0,0.40735468,0,0.394329,0,0.25053382
172,-5.64126733237505,0,0.4700716,0,0.23701069,0,0.35444838,0,0.6767389,0,0.353176,0,0.66405696,0,0.5793594,0,0.49750888,0,0.6704626,0,0.47117436,0,0.22801456,0,0.63202846,0,0.2405694,0,0.4441281,0,0.5028766,0,0.3088968
173,-5.64053144299984,1,0.2961797,1,0.042634353,1,0.18007118,1,0.36991265,1,0.24301499,1,0.32882562,1,0.36310792,1,0.2399051,1,0.3078292,1,0.2560854,1,0.038434163,1,0.3351364,1,0.09466192,1,0.15074733,1,0.34565288,1,0.18047449
174,-0.6336592480540276,1,0.18074906,1,0.08251992,1,0.23800711,1,0.365791,1,0.33974093,1,0.2002669,1,0.21542111,1,0.27202848,1,0.1424324,1,0.097610235,1,0.17722419,1,0.21266904,1,0.3274021,1,0.20846975,1,0.39459074,1,0.31039146
175,-0.7607153028249741,1,0.17906427,1,0.10811174,1,0.3846975,1,0.3859312,1,0.6190589,1,0.44395018,1,0.47093713,1,0.4896797,1,0.21967912,1,0.081117466,1,0.24911031,1,0.35444838,1,0.7060498,1,0.44864768,1,0.67345196,1,0.52265716
176,-5.666980780601501,1,0.2123864,1,0.10811174,1,0.5124555,1,0.4341637,1,0.7526295,1,0.6064057,1,0.51103204,1,0.4900356,1,0.3285089,1,0.096263885,1,0.2875445,1,0.35444838,1,0.7494662,1,0.58007115,1,0.88398576,1,0.6996441
177,-5.599297730192542,0,0.06956132,0,0.034331873,0,0.21209964,0,0.25575325,0,0.44344735,0,0.36666667,0,0.23060498,0,0.2405694,0,0.15483002,0,0.0,0,0.07354686,0,0.14377224,0,0.5869514,0,0.17475682,0,0.5919077,0,0.45100832
178,-0.5430829420685769,0,0.06762945,0,0.26647687,0,0.033451956,0,0.26405692,0,0.1205388,0,0.42846975,0,0.30932385,0,0.28056937,0,0.09679715,0,0.19999999,0,0.06762945,0,0.21060498,0,0.35462636,0,0.0,0,0.20369208,0,0.44911033
179,-0.6995513871312142,0,0.102383465,0,0.48730725,0,0.10177936,0,0.46120995,0,0.13878126,0,0.4483986,0,0.59466195,0,0.46761566,0,0.2519573,0,0.5498221,0,0.10567101,0,0.30889678,0,0.5295374,0,0.08683274,0,0.1693554,0,0.6266192
