step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
55.0,53,928.0,5.8,8.127660582999235,1,8.0,0.6731563451754929,9,142.0,0.344152387049096,0,0.0,0.8401993105620498,0,0.0,0.9281809416190289,15,275.0,0.17937450079743675,0,0.0,0.945419476591182,0,0.0,0.9660505367958414,0,0.0,0.8834830371341679,0,0.0,0.9376975855057639,0,0.0,0.9239810077292322,14,311.0,0.44062712963692335,0,0.0,0.953626938090515,0,0.0,0.8977003882286922,0,0.0,0.9762235395295256,14,196.0,0.1657072399386348,0,0.0,0.9513339556740905,53,932.0
60.0,62,1218.0,7.040462427745664,7.837491225379872,3,20.0,0.552796490672727,9,187.0,0.3479036755493027,0,0.0,0.995359947174294,0,0.0,0.9429183163318747,17,356.0,0.18336150809177273,0,0.0,0.9568082200207958,0,0.0,0.8765107431549028,0,0.0,0.9092376089563491,0,0.0,0.949930485584862,0,0.0,0.9085489358533128,16,382.0,0.4497370846807982,0,0.0,0.9344631342493243,0,0.0,0.8777016411129629,0,0.0,0.9714938124947112,17,273.0,0.2825396997582696,0,0.0,0.9540823333804029,62,1218.0
65.0,67,1514.0,8.411111111111111,7.051811832562387,0,14.0,0.5446435595325326,9,236.0,0.4186601202134762,0,0.0,0.8495150322502042,0,0.0,0.9689162061504888,21,451.0,0.04329805455311058,0,0.0,0.9412473793949587,0,0.0,0.8661603838906328,0,0.0,0.96218245851368,0,0.0,0.9327946576717421,0,0.0,0.9617923209552132,19,469.0,0.27065920887535594,0,0.0,0.9352606001399592,0,0.0,0.9284892899141793,0,0.0,0.9291018938410406,18,362.0,0.34529992852366087,0,0.0,0.9587319613975316,67,1532.0
70.0,77,1884.0,9.711340206185566,7.269823154345157,1,4.0,0.7134808239798087,9,281.0,0.5239384572642669,0,0.0,0.9271913710352268,0,0.0,0.9839167610704771,23,564.0,0.17009481941623344,0,0.0,0.9470764490426818,0,0.0,0.7812874414786686,0,0.0,0.9458509198328183,0,0.0,0.9628886189756013,0,0.0,0.9631813739525166,22,574.0,0.2055760864165005,0,0.0,0.9371337904385407,0,0.0,0.9188661288450967,0,0.0,0.9396457665746416,22,465.0,0.3072206773190614,0,0.0,0.9384325812366072,77,1888.0
75.0,82,2277.0,11.107317073170732,7.008141045271828,0,1.0,0.6826138857477535,9,326.0,0.49520721934076756,0,0.0,0.9449457707228266,0,0.0,0.9413412586969059,25,685.0,0.1871087858181698,0,0.0,0.9757772221488672,0,0.0,0.9697312013300324,0,0.0,0.9449337036386689,0,0.0,0.9519622627663367,0,0.0,0.9372032746451291,24,690.0,0.025958746067037304,0,0.0,0.9516122758812877,0,0.0,0.9703470122324908,0,0.0,0.9502377405127589,24,580.0,0.2899178783561145,0,0.0,0.9329800355819671,82,2282.0
80.0,94,2728.0,13.115384615384615,6.48863171463168,3,12.0,0.5777133353958218,13,380.0,0.21716073886504014,0,0.0,0.9288526929029146,0,0.0,0.959178714764416,27,818.0,0.24063843181514435,0,0.0,0.9401007187176478,0,0.0,0.954376622040573,0,0.0,0.9532535267142186,0,0.0,0.9354883460630368,0,0.0,0.9265461349873749,26,820.0,0.15975669178643584,0,0.0,0.9594099679605781,0,0.0,0.9437736283538978,0,0.0,0.9623439578748029,25,704.0,0.1898832227015199,0,0.0,0.9800953473170825,94,2734.0
85.0,105,3232.0,15.538461538461538,6.024641781512465,6,36.0,0.44285135976463624,17,458.0,0.17843865478811105,0,0.0,0.9046905807184723,0,0.0,0.9801904772728111,28,955.0,0.22095944908144033,0,0.0,0.9279404501613715,0,0.0,0.9454136767745162,0,0.0,0.9615185531510836,0,0.0,0.9483400297466374,0,0.0,0.9576627252634136,27,953.0,0.1790027132152047,0,0.0,0.9150106490369002,0,0.0,0.9499329560214886,0,0.0,0.9276768368660319,27,836.0,0.08077651643983438,0,0.0,0.9603287479582543,105,3238.0
90.0,105,3714.0,16.805429864253394,5.8830668005107105,3,42.0,0.43305165342038293,17,547.0,0.1994736201779899,0,0.0,0.9492705457296567,0,0.0,0.9051818124809213,30,1101.0,0.1983381441602334,0,0.0,0.9623408479682407,0,0.0,0.8954547192095258,0,0.0,0.9565960706091354,0,0.0,0.9490816259128703,0,0.0,0.8876293294213857,27,1086.0,0.10861888851281835,0,0.0,0.893041960323376,0,0.0,0.9534343583329995,0,0.0,0.957234993692762,28,976.0,0.11219594573929727,0,0.0,0.9340748787155043,105,3752.0
95.0,113,4248.0,18.550218340611355,5.966893300115561,4,26.0,0.4941855566556191,17,632.0,0.3295622580590629,0,0.0,0.9427008808494963,0,0.0,0.8922052969109465,34,1262.0,0.10304303008057102,0,0.0,0.9483766232833345,0,0.0,0.9168184371839929,0,0.0,0.9541346235751295,0,0.0,0.9609233971416768,0,0.0,0.8885566262129514,28,1222.0,0.07271465168657194,0,0.0,0.9077750479713855,0,0.0,0.9561861250218266,0,0.0,0.940486787520466,30,1124.0,0.17888612498562925,0,0.0,0.9347067667703456,113,4266.0
100.0,119,4802.0,20.521367521367523,5.381103722750444,3,33.0,0.4836234624754254,19,719.0,0.20718115792751682,0,0.0,0.9698724793743185,0,0.0,0.8576046296283433,36,1439.0,0.026624956047460454,0,0.0,0.9525793161761827,0,0.0,0.9449006788142644,0,0.0,0.959676235070742,0,0.0,0.9453222104721176,0,0.0,0.8820270969880852,31,1372.0,0.03251639197256811,0,0.0,0.8958459442217387,0,0.0,0.9644516280361733,0,0.0,0.9160259649499684,30,1274.0,0.1358707733901924,0,0.0,0.9147999224917968,119,4837.0
105.0,133,5440.0,23.050847457627118,5.1939935400021255,6,42.0,0.5243451536737291,23,825.0,0.14060259511768441,0,0.0,0.9641095628210741,0,0.0,0.9223559735106128,36,1619.0,0.13978723438045917,0,0.0,0.9307052849186996,0,0.0,0.9688140698712326,0,0.0,0.8981283090709531,0,0.0,0.9701941249636183,0,0.0,0.9695012901865994,33,1534.0,0.1311895763653109,0,0.0,0.9215962481498424,0,0.0,0.9281482895212312,0,0.0,0.8424816269732067,35,1440.0,0.0010954567006564468,0,0.0,0.8684834235847255,133,5460.0
110.0,140,6124.0,25.839662447257385,5.035875473033332,9,81.0,0.40861669599148503,23,940.0,0.19958948806510754,0,0.0,0.9190156850935658,0,0.0,0.9553791874438529,36,1799.0,0.14065227347629755,0,0.0,0.901834885811688,0,0.0,0.9609520219304196,0,0.0,0.9608620082335841,0,0.0,0.9335994499456653,0,0.0,0.9560688691132319,36,1704.0,0.19812871504765853,0,0.0,0.9232197667571065,0,0.0,0.9290023629818468,0,0.0,0.8562400545693423,36,1620.0,3.719098102565624e-07,0,0.0,0.8532522706904702,140,6144.0
115.0,144,6837.0,28.4875,4.968283117455314,13,139.0,0.33129976682039064,23,1055.0,0.21987633271660736,0,0.0,0.9295840496153215,0,0.0,0.8871640741941539,36,1979.0,0.04403077008482148,0,0.0,0.8318534235324438,0,0.0,0.9244277541864885,0,0.0,0.9843732173721178,0,0.0,0.9693226662538643,0,0.0,0.9850030073859806,36,1882.0,0.11969242059091786,0,0.0,0.9600111214025063,0,0.0,0.984375227799751,0,0.0,0.880585162163513,36,1800.0,0.09428860019526947,0,0.0,0.9553602373599297,144,6855.0
120.0,147,7567.0,30.885714285714286,5.059194870671692,16,214.0,0.3093895563743099,23,1170.0,0.13929747914748847,0,0.0,0.9209363968585378,0,0.0,0.9343494459954225,36,2159.0,0.0,0,0.0,0.8738709306605633,0,0.0,0.9645697221657223,0,0.0,1.0,0,0.0,0.9360261216780753,0,0.0,0.9175367301891002,36,2062.0,0.10611787563007284,0,0.0,0.9605750452497274,0,0.0,0.9275566246984743,0,0.0,0.9184192943387643,36,1980.0,0.16800700328041498,0,0.0,0.8730675681284069,147,7585.0
125.0,148,8303.0,34.3099173553719,4.927812935681348,17,295.0,0.20285618101889716,23,1285.0,0.11304723127186142,0,0.0,0.9461760961524462,0,0.0,0.9332025970251744,36,2339.0,0.07613391444597584,0,0.0,0.8961383789118654,0,0.0,0.9175790916431728,0,0.0,0.9431328395829249,0,0.0,0.9525022262537076,0,0.0,0.9534587878682009,36,2242.0,0.13189612074451063,0,0.0,0.9534754952509068,0,0.0,0.9637156936662115,0,0.0,0.9192491520623054,36,2160.0,0.1383839692412919,0,0.0,0.9051472611383018,148,8321.0
130.0,149,9045.0,37.531120331950206,4.756361081131411,18,382.0,0.09533789877374363,23,1400.0,0.17286627511866884,0,0.0,0.9624587314564703,0,0.0,0.9267142738214096,36,2519.0,0.11619153419066082,0,0.0,0.8904962588058868,0,0.0,0.9318026754706191,0,0.0,0.9146896070652328,0,0.0,0.9430056299738829,0,0.0,0.9280766705507296,36,2422.0,0.17240027204384673,0,0.0,0.9319800309371621,0,0.0,0.8666251791673738,0,0.0,0.9284348990835893,36,2340.0,0.12120084020540817,0,0.0,0.9524765903080428,149,9063.0
135.0,149,9790.0,39.796747967479675,4.9716924117015155,18,472.0,0.20620832229643704,23,1515.0,0.22394689252251793,0,0.0,0.8703507095654354,0,0.0,0.9807019806830771,36,2699.0,0.13908775353945033,0,0.0,0.872697707922963,0,0.0,0.9307402986647316,0,0.0,0.9540983655011015,0,0.0,0.9473054829945076,0,0.0,0.9747133421784244,36,2602.0,0.12040659114198912,0,0.0,0.948702753401237,0,0.0,0.9590212773406979,0,0.0,0.9362623007440276,36,2520.0,0.08993409889251794,0,0.0,0.921067439792167,149,9808.0
140.0,150,10536.0,43.00408163265306,4.877917191640053,19,563.0,0.17700599275684883,23,1630.0,0.1914662795429524,0,0.0,0.8926359873759873,0,0.0,0.9053225156390761,36,2879.0,0.13650519263030203,0,0.0,0.9162475736154682,0,0.0,0.950248978851076,0,0.0,0.9055708058856503,0,0.0,0.9744509078234378,0,0.0,0.9482398060640197,36,2782.0,0.04959233242201396,0,0.0,0.9639515592135982,0,0.0,0.9697749736126046,0,0.0,0.9396568708123976,36,2700.0,0.17442779585408477,0,0.0,0.9323875339473812,150,10554.0
145.0,147,11018.0,44.78861788617886,4.748625827999745,16,549.0,0.12244088226663354,23,1749.0,0.24291553426183815,0,0.0,0.8973906126232812,0,0.0,0.9006463908046654,36,3059.0,0.14485924469925401,0,0.0,0.9150303127939793,0,0.0,0.971033901455114,0,0.0,0.9634603662854689,0,0.0,0.9591457383121741,0,0.0,0.8850469660455029,36,2962.0,0.049789043460882254,0,0.0,0.9353327984514038,0,0.0,0.960202904459048,0,0.0,0.984225099668051,36,2880.0,0.12246941037388603,0,0.0,0.9722734353193805,147,11199.0
150.0,139,11379.0,44.976284584980235,5.225810258113536,8,438.0,0.35675849412556454,23,1864.0,0.25608932015023816,0,0.0,0.9610851137674207,0,0.0,0.9377606843191242,36,3239.0,0.1484460264159485,0,0.0,0.8899232969072948,0,0.0,0.9285039662129185,0,0.0,0.9302567510536309,0,0.0,0.9536645976127112,0,0.0,0.9318722601253846,36,3142.0,0.0,0,0.0,0.8610770963739202,0,0.0,0.9352423624004245,0,0.0,0.9491473062468425,36,3060.0,0.08761561955838049,0,0.0,0.959734077497318,139,11743.0
155.0,137,11966.0,47.29644268774704,5.0356074790626,2,231.0,0.40030720654880525,27,1987.0,0.2183430089128545,0,0.0,0.9474795905120393,0,0.0,0.9200740230558933,36,3419.0,0.1572943089882196,0,0.0,0.934205387537794,0,0.0,0.9472386266600352,0,0.0,0.9618328474813037,0,0.0,0.9645150707278672,0,0.0,0.9546358415944859,36,3322.0,0.0,0,0.0,0.8556292467226276,0,0.0,0.952845600344011,0,0.0,0.9475433269225321,36,3240.0,0.048871552068888414,0,0.0,0.9319838144319172,137,12199.0
160.0,143,12649.0,50.799196787148595,4.593047007045321,2,229.0,0.3870995459411656,33,2136.0,0.10146363321857131,0,0.0,0.9445352144671602,0,0.0,0.9405356753069856,36,3599.0,0.10161532755945765,0,0.0,0.9716961902570229,0,0.0,0.9012141487405707,0,0.0,0.9568745505854779,0,0.0,0.9710293052378722,0,0.0,0.9415692564245017,36,3506.0,0.02152344377162671,0,0.0,0.8709920952603956,0,0.0,0.9509365729109674,0,0.0,0.8992071574612052,36,3420.0,0.04952832627092671,0,0.0,0.9102351127552477,143,12890.0
165.0,151,13386.0,52.90909090909091,4.694794093993254,8,252.0,0.2509088441676741,35,2307.0,0.07873933891835293,0,0.0,0.932718972139303,0,0.0,0.951005682454177,36,3779.0,0.04889174536889763,0,0.0,0.9430973280453316,0,0.0,0.957803369407475,0,0.0,0.9380929294632483,0,0.0,0.9564403471366939,0,0.0,0.9550673141420633,36,3686.0,0.1219313434049483,0,0.0,0.9521788022331348,0,0.0,0.9683785334476246,0,0.0,0.8849294638529995,36,3600.0,0.0,0,0.0,0.8604073605845254,151,13624.0
170.0,157,14158.0,56.182539682539684,4.528870152433466,14,310.0,0.1733717303288783,35,2482.0,0.12058237120938767,0,0.0,0.9691620407154851,0,0.0,0.9706057271059467,36,3959.0,0.050577711005841575,0,0.0,0.9409375938522527,0,0.0,0.9670502819365638,0,0.0,0.9501312392133081,0,0.0,0.9572075984271756,0,0.0,0.9542339852758043,36,3866.0,0.1344381903043003,0,0.0,0.9375591952800374,0,0.0,0.9422253203407063,0,0.0,0.8917541680334228,36,3780.0,0.0,0,0.0,0.8396865526872556,157,14397.0
175.0,162,14958.0,60.558704453441294,4.304562484680784,19,395.0,0.15018636279587022,35,2657.0,0.11612802737755785,0,0.0,0.9583416147561932,0,0.0,0.974841675038777,36,4139.0,0.0,0,0.0,0.8446205524817983,0,0.0,0.9342794773825224,0,0.0,0.9462475790800373,0,0.0,0.9653918669828648,0,0.0,0.9696196716251663,36,4042.0,0.09283117799313836,0,0.0,0.967190226410002,0,0.0,0.956996706556387,0,0.0,0.8897412221218228,36,3960.0,0.09569315788741202,0,0.0,0.8353853557516601,162,15193.0
180.0,164,15776.0,64.92181069958848,4.016917989120299,21,498.0,0.07311817233292389,35,2832.0,0.10229504701939263,0,0.0,0.9667014092715083,0,0.0,0.8913423715249944,36,4319.0,0.0,0,0.0,0.844185067932025,0,0.0,0.9434904398367995,0,0.0,0.9764365866176751,0,0.0,0.9058677439415129,0,0.0,0.9534876109166719,36,4222.0,0.04871506257614706,0,0.0,0.91998801443379,0,0.0,0.9164696083110382,0,0.0,0.9390362006818854,36,4140.0,0.13378935333413133,0,0.0,0.8781417278690741,164,16011.0
185.0,167,16606.0,67.7795918367347,3.9962548551354313,24,613.0,0.11969680305177317,35,3007.0,0.14343099545496588,0,0.0,0.904931240126204,0,0.0,0.871321483535929,36,4499.0,0.05014775210448704,0,0.0,0.8430024024624783,0,0.0,0.9589465721347057,0,0.0,0.9184998685151712,0,0.0,0.9730654865159298,0,0.0,0.9472894690583302,36,4402.0,0.0499337117507164,0,0.0,0.9230027269105953,0,0.0,0.8649349083946326,0,0.0,0.9667205684075066,36,4320.0,0.09245575294929921,0,0.0,0.9328855486275117,167,16841.0
190.0,169,17445.0,69.78,4.095031481791115,26,737.0,0.06758494266452919,35,3182.0,0.16132227992839815,0,0.0,0.9263334372422205,0,0.0,0.9468381827837913,36,4679.0,0.13479358377530748,0,0.0,0.8127771269757804,0,0.0,0.933541713311812,0,0.0,0.8638906757119582,0,0.0,0.9233840037916767,0,0.0,0.9734789741939358,36,4582.0,0.050083420393962234,0,0.0,0.9321675424172473,0,0.0,0.9387834936492404,0,0.0,0.9268697360100134,36,4500.0,0.05037456477151738,0,0.0,0.9327047046648327,169,17680.0
195.0,170,18294.0,72.02362204724409,4.253671732570426,27,871.0,0.0942239565776404,35,3357.0,0.14071745191407517,0,0.0,0.9387985520327142,0,0.0,0.9510051206562695,36,4859.0,0.11311011053101702,0,0.0,0.8467017217823001,0,0.0,0.9555350514674211,0,0.0,0.8501882484187764,0,0.0,0.9760866960083445,0,0.0,0.9678522222211954,36,4762.0,0.05004664702572151,0,0.0,0.9616129498130686,0,0.0,0.9591731408483923,0,0.0,0.9638463031427096,36,4680.0,0.048520231149750376,0,0.0,0.9443236264482606,170,18529.0
200.0,168,19029.0,72.9080459770115,4.382483390140622,25,929.0,0.13498297672228562,35,3534.0,0.12741435244768484,0,0.0,0.9163667701828138,0,0.0,0.9173716851529577,36,5039.0,0.049960338940556105,0,0.0,0.9557481784958674,0,0.0,0.9509932089528375,0,0.0,0.8755421812995919,0,0.0,0.9615102505634276,0,0.0,0.9422752073547458,36,4942.0,0.025966478517305564,0,0.0,0.9518649393452062,0,0.0,0.9269088530432107,0,0.0,0.9810344006103682,36,4860.0,0.05096562770153357,0,0.0,0.9314279008380547,168,19304.0
205.0,168,19697.0,75.46743295019157,4.249370402511426,24,1050.0,0.09882593828427676,36,3710.0,0.15485666477155616,0,0.0,0.9057282013479677,0,0.0,0.9847751870980261,36,5219.0,0.05053060567345793,0,0.0,0.9435135449275981,0,0.0,0.9410377104078039,0,0.0,0.9519918402149762,0,0.0,0.9667402029078619,0,0.0,0.9760453727080195,36,5122.0,0.0,0,0.0,0.9176795577583073,0,0.0,0.9705814923777247,0,0.0,0.9992463522323878,36,5040.0,0.02417573231759938,0,0.0,0.9434446292806351,168,20141.0
210.0,169,20416.0,80.06274509803922,3.928868137402936,25,1164.0,0.05904241089347737,36,3890.0,0.13370128631453665,0,0.0,0.9603438127053855,0,0.0,0.9652965360789381,36,5399.0,0.025439944657936787,0,0.0,0.961627695339941,0,0.0,0.9404724286921109,0,0.0,0.9383446616705385,0,0.0,0.9591030656772407,0,0.0,0.9753804319010737,36,5306.0,0.020438548692835637,0,0.0,0.9465148585968115,0,0.0,0.9324783605359044,0,0.0,0.9807339237997746,36,5220.0,0.052233872770147974,0,0.0,0.8997368643493319,169,20979.0
215.0,169,21211.0,83.50787401574803,3.974742770420091,25,1288.0,0.10497532765150014,36,4070.0,0.11173699124099347,0,0.0,0.9547475232453722,0,0.0,0.972580298315628,36,5579.0,0.024092847186016703,0,0.0,0.9478962433476548,0,0.0,0.9282963983062046,0,0.0,0.9873672543788592,0,0.0,0.9443879800659686,0,0.0,0.9701949567731725,36,5486.0,0.09290917776651361,0,0.0,0.9499226533382874,0,0.0,0.9813298280665573,0,0.0,0.9075003828551352,36,5400.0,0.0,0,0.0,0.9270838702453053,169,21823.0
220.0,172,22065.0,84.86538461538461,4.0565846975628785,28,1422.0,0.12970464844039123,36,4250.0,0.11601599541973263,0,0.0,0.9463372302299883,0,0.0,0.9337607630702105,36,5759.0,0.04933503951832865,0,0.0,0.9493517889284678,0,0.0,0.8704407025983986,0,0.0,0.9712310642192485,0,0.0,0.979026669851294,0,0.0,0.9474837982240613,36,5666.0,0.1164334002858548,0,0.0,0.9501539167740343,0,0.0,0.938127421849583,0,0.0,0.9212470933623008,36,5580.0,0.0,0,0.0,0.9071905524085883,172,22677.0
225.0,176,22941.0,88.57528957528957,3.859373886152389,32,1578.0,0.08813960876748497,36,4430.0,0.16704144409255242,0,0.0,0.9440217293558678,0,0.0,0.886890313390286,36,5939.0,0.022592467637580497,0,0.0,0.9037285691553338,0,0.0,0.961652937758521,0,0.0,0.941946374730087,0,0.0,0.9550136844225652,0,0.0,0.9651029951541185,36,5842.0,0.024448125571395075,0,0.0,0.9435512345258903,0,0.0,0.967734715834952,0,0.0,0.9701372438232055,36,5760.0,0.09568763322053982,0,0.0,0.8973448138674859,176,23549.0
230.0,180,23834.0,90.6235741444867,3.930254004354946,36,1751.0,0.11364994687278454,36,4610.0,0.1518059343427775,0,0.0,0.9557138463048416,0,0.0,0.8827211022680974,36,6119.0,0.0,0,0.0,0.8988576498187761,0,0.0,0.9694947792536046,0,0.0,0.9913808433090779,0,0.0,0.945411769175735,0,0.0,0.9583978589244033,36,6022.0,0.014351699842124786,0,0.0,0.8921488701639653,0,0.0,0.9416342458445959,0,0.0,0.9549922583701745,36,5940.0,0.0939744070494813,0,0.0,0.8951965291822404,180,24442.0
235.0,180,24734.0,95.13076923076923,3.960660088751819,36,1931.0,0.09720399321511822,36,4790.0,0.07374888858060065,0,0.0,0.9587924592290504,0,0.0,0.9085783449576212,36,6299.0,0.09483266995605198,0,0.0,0.9046253985132932,0,0.0,0.9715233959427607,0,0.0,0.9512956389221001,0,0.0,0.9319780097906496,0,0.0,0.9514027576579132,36,6204.0,0.12523205533308138,0,0.0,0.8824440296845815,0,0.0,0.958959224396532,0,0.0,0.9687497152412642,36,6120.0,0.025307442569316017,0,0.0,0.950895262469197,180,25344.0
240.0,180,25634.0,99.7431906614786,3.8744227633950623,36,2111.0,0.0722555409691922,36,4970.0,0.0720982667416047,0,0.0,0.9399123821257169,0,0.0,0.9361930304318098,36,6479.0,0.09494414668432984,0,0.0,0.9008441216431935,0,0.0,0.9879663789243605,0,0.0,0.9248621702723394,0,0.0,0.9673795353720231,0,0.0,0.9655663185974735,36,6384.0,0.1635648829019092,0,0.0,0.9179297159826241,0,0.0,0.9568250832263642,0,0.0,0.9800219529872203,36,6300.0,0.0,0,0.0,0.9615034543540439,180,26244.0
